Freq,Ephi,IWavePhi,IWaveTheta,OutgoingPower,IngoingPower,X,Y,Z,Mag_E
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.00078125,0.001,0.26393294099111314
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.0009375,0.001,0.2762444788536298
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.000967695802749508,0.001,0.2678587951583167
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.0008912520361454234,0.001,0.2704995443797524
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.000997891605499016,0.001,0.2763247293471656
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0009214478388949313,0.001,0.2640298410728505
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0008450040722908467,0.001,0.27467279408798984
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.0015625,0.001,0.2832182999815554
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.0016406250000000002,0.001,0.26513554232727987
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.001585975372414645,0.001,0.27361830291538175
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,0.0,-0.00171875,0.001,0.2665610379974133
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.001664100372414645,0.001,0.26806519033036436
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.0016094507448292902,0.001,0.2769765829723726
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,5e-05,-0.000997891605499016,0.001,0.2763247293471656
500GHz,0,0.0,90.0,1.71197190776978e-10,6.636046824471356e-10,2.5e-05,-0.000967695802749508,0.001,0.2678587951583167
